Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2015,NC,H_COMP_5,18,16,66,North Carolina,South Atlantic,Communication about Medicines,Composite Measure
07_2015,NC,H_COMP_6,14,0,86,North Carolina,South Atlantic,Discharge Information,Composite Measure
07_2015,NC,H_COMP_7,5,43,52,North Carolina,South Atlantic,Care Transition,Composite Measure
07_2015,NC,H_HSP_RATING,8,22,70,North Carolina,South Atlantic,Overall Hospital Rating,Global Item
07_2015,NC,H_QUIET_HSP,9,29,62,North Carolina,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2015,NC,H_RECMND,5,25,70,North Carolina,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2015,ND,H_CLEAN_HSP,8,19,73,North Dakota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2015,ND,H_COMP_1,4,18,78,North Dakota,West North Central,Communication with Nurses,Composite Measure
07_2015,ND,H_COMP_2,4,15,81,North Dakota,West North Central,Communication with Doctors,Composite Measure
07_2015,ND,H_COMP_3,7,24,69,North Dakota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,ND,H_COMP_5,18,19,63,North Dakota,West North Central,Communication about Medicines,Composite Measure
07_2015,ND,H_COMP_6,18,0,82,North Dakota,West North Central,Discharge Information,Composite Measure
07_2015,ND,H_COMP_7,5,46,49,North Dakota,West North Central,Care Transition,Composite Measure
07_2015,ND,H_HSP_RATING,9,24,67,North Dakota,West North Central,Overall Hospital Rating,Global Item
07_2015,ND,H_QUIET_HSP,8,30,62,North Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2015,ND,H_RECMND,5,26,69,North Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2015,NE,H_CLEAN_HSP,5,15,80,Nebraska,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2015,NE,H_COMP_1,3,14,83,Nebraska,West North Central,Communication with Nurses,Composite Measure
07_2015,NE,H_COMP_2,2,13,85,Nebraska,West North Central,Communication with Doctors,Composite Measure
07_2015,NE,H_COMP_3,5,20,75,Nebraska,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,NE,H_COMP_5,14,20,66,Nebraska,West North Central,Communication about Medicines,Composite Measure
07_2015,NE,H_COMP_6,12,0,88,Nebraska,West North Central,Discharge Information,Composite Measure
07_2015,NE,H_COMP_7,4,39,57,Nebraska,West North Central,Care Transition,Composite Measure
07_2015,NE,H_HSP_RATING,5,19,76,Nebraska,West North Central,Overall Hospital Rating,Global Item
07_2015,NE,H_QUIET_HSP,5,29,66,Nebraska,West North Central,Quietness of Hospital Environment,Individual Item
07_2015,NE,H_RECMND,3,21,76,Nebraska,West North Central,Willingness to Recommend the Hospital,Global Item
07_2015,NH,H_CLEAN_HSP,6,17,77,New Hampshire,New England,Cleanliness of Hospital Environment,Individual Item
07_2015,NH,H_COMP_1,3,16,81,New Hampshire,New England,Communication with Nurses,Composite Measure
07_2015,NH,H_COMP_2,4,14,82,New Hampshire,New England,Communication with Doctors,Composite Measure
07_2015,NH,H_COMP_3,7,22,71,New Hampshire,New England,Responsiveness of Hospital Staff,Composite Measure
07_2015,NH,H_COMP_5,15,17,68,New Hampshire,New England,Communication about Medicines,Composite Measure
07_2015,NH,H_COMP_6,11,0,89,New Hampshire,New England,Discharge Information,Composite Measure
07_2015,NH,H_COMP_7,4,42,54,New Hampshire,New England,Care Transition,Composite Measure
07_2015,NH,H_HSP_RATING,6,21,73,New Hampshire,New England,Overall Hospital Rating,Global Item
07_2015,NH,H_QUIET_HSP,10,33,57,New Hampshire,New England,Quietness of Hospital Environment,Individual Item
07_2015,NH,H_RECMND,4,21,75,New Hampshire,New England,Willingness to Recommend the Hospital,Global Item
07_2015,NJ,H_CLEAN_HSP,10,21,69,New Jersey,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2015,NJ,H_COMP_1,6,17,77,New Jersey,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2015,NJ,H_COMP_2,6,16,78,New Jersey,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2015,NJ,H_COMP_3,13,25,62,New Jersey,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2015,NJ,H_COMP_5,22,18,60,New Jersey,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2015,NJ,H_COMP_6,17,0,83,New Jersey,Mid-Atlantic,Discharge Information,Composite Measure
07_2015,NJ,H_COMP_7,7,46,47,New Jersey,Mid-Atlantic,Care Transition,Composite Measure
07_2015,NJ,H_HSP_RATING,10,25,65,New Jersey,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2015,NJ,H_QUIET_HSP,15,32,53,New Jersey,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2015,NJ,H_RECMND,7,26,67,New Jersey,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2015,NM,H_CLEAN_HSP,10,19,71,New Mexico,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2015,NM,H_COMP_1,6,18,76,New Mexico,Mountain,Communication with Nurses,Composite Measure
07_2015,NM,H_COMP_2,5,15,80,New Mexico,Mountain,Communication with Doctors,Composite Measure
07_2015,NM,H_COMP_3,10,24,66,New Mexico,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2015,NM,H_COMP_5,18,18,64,New Mexico,Mountain,Communication about Medicines,Composite Measure
07_2015,NM,H_COMP_6,17,0,83,New Mexico,Mountain,Discharge Information,Composite Measure
07_2015,NM,H_COMP_7,7,45,48,New Mexico,Mountain,Care Transition,Composite Measure
07_2015,NM,H_HSP_RATING,11,24,65,New Mexico,Mountain,Overall Hospital Rating,Global Item
07_2015,NM,H_QUIET_HSP,10,28,62,New Mexico,Mountain,Quietness of Hospital Environment,Individual Item
07_2015,NM,H_RECMND,7,31,62,New Mexico,Mountain,Willingness to Recommend the Hospital,Global Item
07_2015,NV,H_CLEAN_HSP,10,21,69,Nevada,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2015,NV,H_COMP_1,6,22,72,Nevada,Mountain,Communication with Nurses,Composite Measure
07_2015,NV,H_COMP_2,7,19,74,Nevada,Mountain,Communication with Doctors,Composite Measure
07_2015,NV,H_COMP_3,12,28,60,Nevada,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2015,NV,H_COMP_5,22,19,59,Nevada,Mountain,Communication about Medicines,Composite Measure
07_2015,NV,H_COMP_6,16,0,84,Nevada,Mountain,Discharge Information,Composite Measure
07_2015,NV,H_COMP_7,7,46,47,Nevada,Mountain,Care Transition,Composite Measure
07_2015,NV,H_HSP_RATING,11,24,65,Nevada,Mountain,Overall Hospital Rating,Global Item
07_2015,NV,H_QUIET_HSP,13,33,54,Nevada,Mountain,Quietness of Hospital Environment,Individual Item
07_2015,NV,H_RECMND,7,27,66,Nevada,Mountain,Willingness to Recommend the Hospital,Global Item
07_2015,NY,H_CLEAN_HSP,9,21,70,New York,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2015,NY,H_COMP_1,6,18,76,New York,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2015,NY,H_COMP_2,6,16,78,New York,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2015,NY,H_COMP_3,13,26,61,New York,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2015,NY,H_COMP_5,21,18,61,New York,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2015,NY,H_COMP_6,16,0,84,New York,Mid-Atlantic,Discharge Information,Composite Measure
07_2015,NY,H_COMP_7,6,47,47,New York,Mid-Atlantic,Care Transition,Composite Measure
07_2015,NY,H_HSP_RATING,11,25,64,New York,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2015,NY,H_QUIET_HSP,15,33,52,New York,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2015,NY,H_RECMND,7,27,66,New York,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2015,OH,H_CLEAN_HSP,7,18,75,Ohio,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2015,OH,H_COMP_1,3,16,81,Ohio,East North Central,Communication with Nurses,Composite Measure
07_2015,OH,H_COMP_2,4,15,81,Ohio,East North Central,Communication with Doctors,Composite Measure
07_2015,OH,H_COMP_3,7,22,71,Ohio,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,OH,H_COMP_5,17,18,65,Ohio,East North Central,Communication about Medicines,Composite Measure
07_2015,OH,H_COMP_6,12,0,88,Ohio,East North Central,Discharge Information,Composite Measure
07_2015,OH,H_COMP_7,4,43,53,Ohio,East North Central,Care Transition,Composite Measure
07_2015,OH,H_HSP_RATING,7,20,73,Ohio,East North Central,Overall Hospital Rating,Global Item
07_2015,OH,H_QUIET_HSP,9,31,60,Ohio,East North Central,Quietness of Hospital Environment,Individual Item
07_2015,OH,H_RECMND,4,24,72,Ohio,East North Central,Willingness to Recommend the Hospital,Global Item
07_2015,OK,H_CLEAN_HSP,8,17,75,Oklahoma,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2015,OK,H_COMP_1,4,16,80,Oklahoma,West South Central,Communication with Nurses,Composite Measure
07_2015,OK,H_COMP_2,4,12,84,Oklahoma,West South Central,Communication with Doctors,Composite Measure
07_2015,OK,H_COMP_3,8,20,72,Oklahoma,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,OK,H_COMP_5,17,17,66,Oklahoma,West South Central,Communication about Medicines,Composite Measure
07_2015,OK,H_COMP_6,14,0,86,Oklahoma,West South Central,Discharge Information,Composite Measure
07_2015,OK,H_COMP_7,5,42,53,Oklahoma,West South Central,Care Transition,Composite Measure
07_2015,OK,H_HSP_RATING,7,21,72,Oklahoma,West South Central,Overall Hospital Rating,Global Item
07_2015,OK,H_QUIET_HSP,6,26,68,Oklahoma,West South Central,Quietness of Hospital Environment,Individual Item
07_2015,OK,H_RECMND,5,25,70,Oklahoma,West South Central,Willingness to Recommend the Hospital,Global Item
07_2015,OR,H_CLEAN_HSP,7,18,75,Oregon,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2015,OR,H_COMP_1,3,18,79,Oregon,Pacific,Communication with Nurses,Composite Measure
07_2015,OR,H_COMP_2,4,15,81,Oregon,Pacific,Communication with Doctors,Composite Measure
07_2015,OR,H_COMP_3,7,26,67,Oregon,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2015,OR,H_COMP_5,17,18,65,Oregon,Pacific,Communication about Medicines,Composite Measure
07_2015,OR,H_COMP_6,13,0,87,Oregon,Pacific,Discharge Information,Composite Measure
07_2015,OR,H_COMP_7,5,43,52,Oregon,Pacific,Care Transition,Composite Measure
07_2015,OR,H_HSP_RATING,7,22,71,Oregon,Pacific,Overall Hospital Rating,Global Item
07_2015,OR,H_QUIET_HSP,10,34,56,Oregon,Pacific,Quietness of Hospital Environment,Individual Item
07_2015,OR,H_RECMND,4,24,72,Oregon,Pacific,Willingness to Recommend the Hospital,Global Item
07_2015,PA,H_CLEAN_HSP,8,18,74,Pennsylvania,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2015,PA,H_COMP_1,4,16,80,Pennsylvania,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2015,PA,H_COMP_2,4,16,80,Pennsylvania,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2015,PA,H_COMP_3,8,24,68,Pennsylvania,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2015,PA,H_COMP_5,19,17,64,Pennsylvania,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2015,PA,H_COMP_6,13,0,87,Pennsylvania,Mid-Atlantic,Discharge Information,Composite Measure
07_2015,PA,H_COMP_7,5,44,51,Pennsylvania,Mid-Atlantic,Care Transition,Composite Measure
07_2015,PA,H_HSP_RATING,8,22,70,Pennsylvania,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2015,PA,H_QUIET_HSP,12,32,56,Pennsylvania,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2015,PA,H_RECMND,5,25,70,Pennsylvania,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2015,RI,H_CLEAN_HSP,8,18,74,Rhode Island,New England,Cleanliness of Hospital Environment,Individual Item
07_2015,RI,H_COMP_1,5,15,80,Rhode Island,New England,Communication with Nurses,Composite Measure
07_2015,RI,H_COMP_2,5,15,80,Rhode Island,New England,Communication with Doctors,Composite Measure
07_2015,RI,H_COMP_3,10,24,66,Rhode Island,New England,Responsiveness of Hospital Staff,Composite Measure
07_2015,RI,H_COMP_5,20,17,63,Rhode Island,New England,Communication about Medicines,Composite Measure
07_2015,RI,H_COMP_6,13,0,87,Rhode Island,New England,Discharge Information,Composite Measure
07_2015,RI,H_COMP_7,5,44,51,Rhode Island,New England,Care Transition,Composite Measure
07_2015,RI,H_HSP_RATING,8,22,70,Rhode Island,New England,Overall Hospital Rating,Global Item
07_2015,RI,H_QUIET_HSP,14,32,54,Rhode Island,New England,Quietness of Hospital Environment,Individual Item
07_2015,RI,H_RECMND,5,23,72,Rhode Island,New England,Willingness to Recommend the Hospital,Global Item
07_2015,SC,H_CLEAN_HSP,10,18,72,South Carolina,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2015,SC,H_COMP_1,5,14,81,South Carolina,South Atlantic,Communication with Nurses,Composite Measure
07_2015,SC,H_COMP_2,4,12,84,South Carolina,South Atlantic,Communication with Doctors,Composite Measure
07_2015,SC,H_COMP_3,10,22,68,South Carolina,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2015,SC,H_COMP_5,18,16,66,South Carolina,South Atlantic,Communication about Medicines,Composite Measure
07_2015,SC,H_COMP_6,14,0,86,South Carolina,South Atlantic,Discharge Information,Composite Measure
07_2015,SC,H_COMP_7,6,42,52,South Carolina,South Atlantic,Care Transition,Composite Measure
07_2015,SC,H_HSP_RATING,8,21,71,South Carolina,South Atlantic,Overall Hospital Rating,Global Item
07_2015,SC,H_QUIET_HSP,7,25,68,South Carolina,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2015,SC,H_RECMND,5,25,70,South Carolina,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2015,SD,H_CLEAN_HSP,6,18,76,South Dakota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2015,SD,H_COMP_1,3,15,82,South Dakota,West North Central,Communication with Nurses,Composite Measure
07_2015,SD,H_COMP_2,3,13,84,South Dakota,West North Central,Communication with Doctors,Composite Measure
07_2015,SD,H_COMP_3,5,21,74,South Dakota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,SD,H_COMP_5,13,18,69,South Dakota,West North Central,Communication about Medicines,Composite Measure
07_2015,SD,H_COMP_6,12,0,88,South Dakota,West North Central,Discharge Information,Composite Measure
07_2015,SD,H_COMP_7,4,41,55,South Dakota,West North Central,Care Transition,Composite Measure
07_2015,SD,H_HSP_RATING,7,18,75,South Dakota,West North Central,Overall Hospital Rating,Global Item
07_2015,SD,H_QUIET_HSP,5,24,71,South Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2015,SD,H_RECMND,4,20,76,South Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2015,TN,H_CLEAN_HSP,9,18,73,Tennessee,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2015,TN,H_COMP_1,5,15,80,Tennessee,East South Central,Communication with Nurses,Composite Measure
07_2015,TN,H_COMP_2,4,13,83,Tennessee,East South Central,Communication with Doctors,Composite Measure
07_2015,TN,H_COMP_3,9,22,69,Tennessee,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,TN,H_COMP_5,18,17,65,Tennessee,East South Central,Communication about Medicines,Composite Measure
07_2015,TN,H_COMP_6,14,0,86,Tennessee,East South Central,Discharge Information,Composite Measure
07_2015,TN,H_COMP_7,6,43,51,Tennessee,East South Central,Care Transition,Composite Measure
07_2015,TN,H_HSP_RATING,8,21,71,Tennessee,East South Central,Overall Hospital Rating,Global Item
07_2015,TN,H_QUIET_HSP,7,25,68,Tennessee,East South Central,Quietness of Hospital Environment,Individual Item
07_2015,TN,H_RECMND,6,24,70,Tennessee,East South Central,Willingness to Recommend the Hospital,Global Item
07_2015,TX,H_CLEAN_HSP,8,17,75,Texas,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2015,TX,H_COMP_1,4,16,80,Texas,West South Central,Communication with Nurses,Composite Measure
07_2015,TX,H_COMP_2,4,12,84,Texas,West South Central,Communication with Doctors,Composite Measure
07_2015,TX,H_COMP_3,9,21,70,Texas,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2015,TX,H_COMP_5,17,16,67,Texas,West South Central,Communication about Medicines,Composite Measure
07_2015,TX,H_COMP_6,14,0,86,Texas,West South Central,Discharge Information,Composite Measure
07_2015,TX,H_COMP_7,5,42,53,Texas,West South Central,Care Transition,Composite Measure
07_2015,TX,H_HSP_RATING,7,20,73,Texas,West South Central,Overall Hospital Rating,Global Item
07_2015,TX,H_QUIET_HSP,7,24,69,Texas,West South Central,Quietness of Hospital Environment,Individual Item
07_2015,TX,H_RECMND,5,21,74,Texas,West South Central,Willingness to Recommend the Hospital,Global Item
07_2015,UT,H_CLEAN_HSP,7,20,73,Utah,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2015,UT,H_COMP_1,3,18,79,Utah,Mountain,Communication with Nurses,Composite Measure
07_2015,UT,H_COMP_2,2,15,83,Utah,Mountain,Communication with Doctors,Composite Measure
07_2015,UT,H_COMP_3,6,24,70,Utah,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2015,UT,H_COMP_5,15,20,65,Utah,Mountain,Communication about Medicines,Composite Measure
07_2015,UT,H_COMP_6,11,0,89,Utah,Mountain,Discharge Information,Composite Measure
07_2015,UT,H_COMP_7,5,38,57,Utah,Mountain,Care Transition,Composite Measure
07_2015,UT,H_HSP_RATING,5,20,75,Utah,Mountain,Overall Hospital Rating,Global Item
07_2015,UT,H_QUIET_HSP,6,31,63,Utah,Mountain,Quietness of Hospital Environment,Individual Item
07_2015,UT,H_RECMND,3,20,77,Utah,Mountain,Willingness to Recommend the Hospital,Global Item
07_2015,VA,H_CLEAN_HSP,9,19,72,Virginia,South Atlantic,Cleanliness of Hospital Environment,Individual Item
